Les 1 577 ventes d'appartements d' Issy-les-Moulineaux (92) sur la période du 2017-07-01 au 2019-06-30 (Notaires de France - base de données PERVAL);;;;;;;;;
327 319 €;63 m²;3;1970 / 1980;Oui;D;A;6;Oui;Non
336 999 €;-;2;2011 / 2020;Oui;-;-;1;Oui;Oui
400 000 €;-;2;-;Non;-;-;2;Oui;-
240 000 €;32 m²;2;-;Non;-;-;1;Non;-
442 000 €;65 m²;3;1992 / 2000;Non;D;B;1;Non;-
504 440 €;66 m²;3;-;Oui;-;-;3;Non;Non
370 000 €;60 m²;4;1970 / 1980;Non;D;D;1;Oui;Non
676 000 €;115 m²;6;1970 / 1980;Oui;C;D;2;Oui;Oui
297 000 €;43 m²;2;-;Oui;D;E;4;Oui;Non
495 000 €;65 m²;3;-;Non;-;-;0;Oui;Oui
623 000 €;81 m²;4;2011 / 2020;Oui;-;-;2;Oui;Oui
366 000 €;-;3;-;Non;-;-;4;Non;Oui
195 000 €;27 m²;1;2001 / 2010;Oui;-;-;5;Non;Oui
305 000 €;47 m²;2;-;Non;-;-;8;Oui;Oui
317 000 €;-;3;-;Non;-;-;1;Non;-
717 999 €;-;2;2011 / 2020;Oui;-;-;3;Oui;Oui
543 999 €;66 m²;3;2011 / 2020;Oui;-;-;3;Oui;Oui
465 000 €;-;3;-;Non;-;-;2;Oui;Oui
848 285 €;88 m²;4;1992 / 2000;Non;C;D;7;Non;Oui
523 000 €;76 m²;3;1948 / 1969;Oui;-;-;6;Oui;-
469 285 €;44 m²;2;2011 / 2020;Oui;-;-;5;Non;Oui
237 000 €;34 m²;2;-;Oui;-;-;7;Non;Oui
160 000 €;22 m²;2;-;Non;E;E;5;Oui;Oui
242 000 €;29 m²;1;2011 / 2020;Non;B;C;4;Oui;Oui
709 870 €;102 m²;5;1948 / 1969;Oui;C;D;2;Oui;-
360 000 €;53 m²;3;1948 / 1969;Oui;C;D;3;Oui;Non
375 000 €;53 m²;3;-;Oui;-;-;3;Oui;-
424 000 €;44 m²;2;2011 / 2020;Oui;-;-;1;Oui;Oui
88 750 €;13 m²;0;-;Non;-;-;4;Non;-
158 582 €;34 m²;1;1948 / 1969;Non;E;F;2;Non;Oui
110 000 €;35 m²;2;1850 / 1913;Non;-;-;0;Non;-
525 000 €;69 m²;3;1992 / 2000;Oui;C;A;2;Oui;Oui
170 000 €;25 m²;1;-;Oui;-;-;2;Non;Oui
160 000 €;25 m²;1;-;Oui;-;-;1;Non;Oui
369 999 €;-;2;2011 / 2020;Oui;-;-;2;Oui;Oui
963 000 €;105 m²;4;2011 / 2020;Oui;-;-;3;Non;Oui
785 000 €;101 m²;5;1992 / 2000;Oui;-;-;3;Oui;Oui
216 000 €;36 m²;1;-;Oui;-;-;2;Oui;Oui
414 000 €;54 m²;3;1914 / 1947;Non;-;-;4;Oui;Non
501 500 €;68 m²;3;2011 / 2020;Oui;B;C;3;Oui;Oui
400 000 €;54 m²;2;2001 / 2010;Oui;C;A;2;Oui;Oui
416 000 €;50 m²;2;1914 / 1947;Non;D;E;5;Oui;Non
675 000 €;88 m²;4;1970 / 1980;Non;E;E;3;Non;Oui
125 000 €;20 m²;1;-;Non;-;-;2;Non;-
247 000 €;29 m²;1;-;Non;-;-;1;Non;-
255 000 €;29 m²;1;2011 / 2020;Non;-;-;1;Non;Oui
543 999 €;59 m²;3;2011 / 2020;Oui;-;-;9;Non;Oui
585 000 €;67 m²;3;1948 / 1969;Oui;D;B;3;Oui;Non
230 000 €;53 m²;2;-;Non;-;-;6;Non;Non
739 400 €;88 m²;4;2001 / 2010;Non;D;B;4;Non;Oui
554 000 €;66 m²;3;2011 / 2020;Oui;-;-;4;Oui;Oui
328 200 €;41 m²;2;1914 / 1947;Non;D;A;2;Oui;Non
524 000 €;66 m²;3;2011 / 2020;Non;-;-;2;Non;Oui
375 290 €;68 m²;3;1992 / 2000;Oui;E;C;3;-;-
392 850 €;54 m²;3;1914 / 1947;Non;E;B;2;Oui;Non
253 500 €;49 m²;2;1914 / 1947;Non;D;E;0;Oui;Non
400 000 €;63 m²;4;1948 / 1969;Non;D;D;3;Oui;Non
452 500 €;-;3;-;Non;-;-;3;Oui;-
245 000 €;28 m²;1;2011 / 2020;Non;-;-;1;Non;Oui
668 300 €;91 m²;4;1970 / 1980;Oui;E;C;4;Oui;Oui
510 000 €;67 m²;3;1948 / 1969;Oui;D;B;2;Non;Non
621 100 €;75 m²;3;-;Non;-;-;0;Oui;Non
399 000 €;67 m²;3;1992 / 2000;Oui;-;-;0;Non;-
511 000 €;70 m²;3;-;Non;-;-;3;Oui;-
270 000 €;-;2;-;Non;-;-;5;Oui;-
675 000 €;93 m²;4;-;Non;-;-;7;Non;-
182 400 €;27 m²;1;-;Non;D;F;0;Oui;Non
572 500 €;66 m²;3;-;Oui;D;B;2;Non;Oui
446 565 €;62 m²;3;1914 / 1947;Non;E;F;6;Oui;Non
360 000 €;-;3;-;Non;-;-;3;Non;-
238 875 €;28 m²;1;2011 / 2020;Non;-;-;0;Non;Oui
218 080 €;34 m²;2;1850 / 1913;Non;D;E;1;Oui;Non
170 000 €;25 m²;2;1948 / 1969;Non;E;B;1;Non;Non
429 040 €;72 m²;3;-;Oui;-;-;8;Oui;Oui
255 000 €;-;2;-;Non;-;-;3;Non;-
248 625 €;28 m²;1;2011 / 2020;Non;-;-;3;Non;Oui
328 500 €;40 m²;2;1914 / 1947;Non;D;E;7;Oui;Oui
751 920 €;75 m²;3;2011 / 2020;Oui;-;-;12;Oui;Oui
217 000 €;42 m²;2;1948 / 1969;Oui;E;F;3;Oui;Oui
200 000 €;25 m²;1;2001 / 2010;Non;E;B;1;Non;Non
443 000 €;58 m²;3;-;Oui;-;-;6;Non;Oui
594 000 €;76 m²;4;-;Non;-;-;2;Oui;-
287 000 €;42 m²;2;1981 / 1991;Oui;F;C;0;Oui;-
200 000 €;39 m²;2;-;Non;D;E;0;Oui;Non
484 000 €;75 m²;4;-;Oui;-;-;4;Oui;Oui
651 000 €;89 m²;4;1981 / 1991;Oui;E;C;0;Oui;Oui
875 000 €;111 m²;5;2001 / 2010;Oui;E;B;7;Oui;Oui
462 500 €;59 m²;3;-;Non;-;-;14;Non;Oui
691 000 €;84 m²;4;2001 / 2010;Oui;D;B;1;Oui;Oui
740 000 €;89 m²;3;1992 / 2000;Oui;D;B;4;Oui;Oui
371 000 €;50 m²;3;1914 / 1947;Non;E;C;5;Oui;Non
1 583 600 €;121 m²;4;2011 / 2020;Oui;-;-;15;Oui;Oui
245 000 €;42 m²;2;-;Non;-;-;1;Non;-
276 500 €;48 m²;2;1992 / 2000;Oui;E;C;0;Oui;Non
250 000 €;33 m²;2;-;Non;E;B;2;Oui;Non
220 000 €;31 m²;2;1914 / 1947;Non;D;D;0;Oui;Non
690 000 €;-;4;2011 / 2020;Non;-;-;5;Non;Oui
360 000 €;-;2;2011 / 2020;Non;-;-;5;Non;Oui
31 000 €;6 m²;0;1970 / 1980;-;D;E;1;Non;-
502 500 €;79 m²;4;-;Oui;D;E;2;Oui;Oui
390 000 €;46 m²;2;-;Oui;F;D;1;Oui;-
508 000 €;67 m²;3;-;Oui;D;B;2;Oui;Oui
725 000 €;87 m²;4;2011 / 2020;Oui;-;-;1;Oui;Oui
329 000 €;-;2;2011 / 2020;Oui;-;-;1;Oui;Oui
152 700 €;24 m²;1;-;-;-;-;0;Non;-
250 000 €;52 m²;3;1914 / 1947;Non;-;-;1;Oui;Non
271 720 €;50 m²;3;1948 / 1969;Non;E;F;1;Oui;-
335 000 €;47 m²;2;-;Oui;-;-;0;Oui;Non
130 000 €;16 m²;1;1948 / 1969;Non;G;C;4;Non;Non
335 100 €;40 m²;2;-;Non;-;-;2;Non;-
495 000 €;63 m²;3;2001 / 2010;Oui;D;B;4;Non;Oui
180 500 €;24 m²;1;-;Non;-;-;1;Oui;Oui
356 150 €;60 m²;3;-;Non;-;-;7;Non;Oui
472 000 €;52 m²;2;2011 / 2020;Oui;B;D;17;Non;Oui
345 000 €;53 m²;2;-;Non;-;-;7;Oui;Oui
417 000 €;67 m²;4;1948 / 1969;Non;D;E;4;Oui;Non
200 000 €;28 m²;1;1992 / 2000;Oui;E;C;1;Oui;Non
378 000 €;51 m²;2;1981 / 1991;Oui;C;A;2;Oui;-
335 000 €;48 m²;2;2001 / 2010;Oui;D;B;5;Oui;Oui
480 000 €;-;3;2011 / 2020;Oui;-;-;1;Oui;Oui
570 000 €;69 m²;3;-;Oui;-;-;2;Oui;Oui
516 263 €;66 m²;3;1948 / 1969;Oui;D;B;2;Oui;Oui
410 000 €;71 m²;4;-;Oui;D;E;3;Oui;-
269 450 €;36 m²;2;1914 / 1947;Non;F;C;2;Oui;-
360 000 €;48 m²;3;1970 / 1980;Oui;C;E;0;Oui;-
250 000 €;32 m²;1;2001 / 2010;Oui;C;A;5;Oui;Oui
826 550 €;96 m²;4;2001 / 2010;Non;-;-;1;Non;Oui
219 100 €;39 m²;2;-;Non;-;-;4;Oui;-
306 954 €;46 m²;3;1914 / 1947;Non;D;E;1;Non;Non
560 500 €;69 m²;5;1948 / 1969;Non;E;F;6;Oui;-
152 000 €;20 m²;1;1992 / 2000;Oui;-;-;0;Oui;-
450 000 €;56 m²;3;1970 / 1980;Non;D;E;0;Non;Non
701 700 €;86 m²;4;1981 / 1991;Oui;E;D;2;Oui;Oui
335 000 €;48 m²;3;-;Non;-;-;4;Oui;Non
385 000 €;-;3;-;Oui;-;-;2;Oui;Oui
190 000 €;26 m²;1;2001 / 2010;Non;D;B;1;Oui;Oui
238 510 €;26 m²;1;2001 / 2010;Non;E;B;6;Non;Oui
445 000 €;72 m²;3;1981 / 1991;Oui;D;B;5;Oui;Oui
1 109 200 €;91 m²;3;2011 / 2020;Oui;-;-;16;Oui;Oui
525 000 €;87 m²;5;1948 / 1969;Oui;D;E;4;Oui;Non
212 000 €;28 m²;2;-;Non;E;E;7;Non;Non
318 440 €;72 m²;3;-;Oui;-;-;5;Oui;-
1 399 000 €;143 m²;5;2011 / 2020;Oui;-;-;2;Oui;Oui
487 500 €;54 m²;3;2011 / 2020;Oui;-;-;3;Oui;Oui
475 400 €;40 m²;2;2011 / 2020;Oui;-;-;5;Non;Oui
111 500 €;17 m²;1;1914 / 1947;Non;F;C;5;Non;Non
723 729 €;36 m²;3;2011 / 2020;Oui;-;-;5;Non;Oui
192 000 €;25 m²;1;-;Non;-;-;0;Non;-
192 000 €;25 m²;1;-;Non;-;-;0;Non;-
190 800 €;25 m²;2;-;Non;-;-;0;Non;-
664 000 €;99 m²;5;1970 / 1980;Non;B;A;1;Non;Non
338 000 €;51 m²;3;-;Non;D;E;8;Oui;-
190 800 €;25 m²;1;-;Oui;-;-;0;Non;-
542 856 €;64 m²;3;2011 / 2020;Oui;-;-;1;Non;Oui
355 000 €;47 m²;2;1992 / 2000;Oui;C;A;5;Oui;-
632 700 €;86 m²;4;-;Oui;C;A;1;Non;-
300 000 €;46 m²;2;-;Oui;-;-;6;Oui;Oui
333 000 €;-;2;2011 / 2020;Oui;-;-;1;Oui;Oui
279 000 €;44 m²;2;-;Non;-;-;1;Oui;Non
263 000 €;29 m²;1;2011 / 2020;Non;-;-;4;Non;Oui
194 000 €;38 m²;2;1914 / 1947;Non;E;E;6;Oui;Non
1 005 200 €;99 m²;4;2011 / 2020;Oui;-;-;11;Oui;Oui
382 500 €;61 m²;2;-;Non;-;-;3;Oui;Non
404 600 €;41 m²;2;2011 / 2020;Oui;-;-;3;Non;Oui
260 000 €;37 m²;2;-;Non;-;-;2;Non;-
428 620 €;71 m²;4;-;Non;D;E;3;Oui;Non
964 745 €;115 m²;5;-;Oui;D;C;5;Oui;Oui
397 000 €;56 m²;3;-;Non;-;-;0;Non;Non
127 400 €;22 m²;2;1914 / 1947;-;E;F;0;Non;-
189 591 €;16 m²;1;1970 / 1980;Oui;-;-;0;Oui;Non
600 000 €;80 m²;4;1948 / 1969;Oui;F;G;-1;Oui;Oui
740 000 €;85 m²;4;-;Oui;-;-;3;Oui;Oui
299 000 €;42 m²;2;2001 / 2010;Oui;E;C;2;Oui;Non
450 000 €;53 m²;4;-;Non;-;-;2;Non;-
210 000 €;30 m²;2;1914 / 1947;Non;-;-;5;Oui;Non
1 010 000 €;120 m²;5;2001 / 2010;Oui;C;A;4;Oui;Oui
787 100 €;-;3;-;Oui;-;-;3;Oui;Oui
210 000 €;36 m²;1;1914 / 1947;Non;-;-;1;Non;Non
355 560 €;71 m²;3;1992 / 2000;Oui;D;B;0;Oui;-
1 120 000 €;118 m²;4;-;Oui;-;-;7;Oui;-
882 255 €;91 m²;4;1948 / 1969;Oui;D;B;2;Oui;Oui
553 250 €;59 m²;4;1850 / 1913;Non;G;C;3;Oui;Non
258 000 €;38 m²;2;1914 / 1947;Non;F;E;1;Oui;Non
174 881 €;30 m²;2;-;Non;-;-;1;Non;Oui
278 670 €;46 m²;2;1970 / 1980;Oui;C;E;1;Oui;-
205 000 €;26 m²;2;1948 / 1969;Non;-;-;0;Oui;Oui
390 000 €;38 m²;2;-;Oui;-;-;2;Non;-
407 000 €;66 m²;4;1970 / 1980;Non;F;F;5;Oui;-
795 195 €;87 m²;4;2011 / 2020;Oui;-;-;3;Non;Oui
575 000 €;81 m²;3;1914 / 1947;Non;-;-;3;Oui;Non
301 875 €;52 m²;3;-;Non;-;-;1;Oui;Non
291 750 €;71 m²;3;1948 / 1969;Oui;D;B;4;Non;Oui
220 000 €;34 m²;2;1948 / 1969;Non;-;-;2;Oui;-
290 000 €;-;2;-;Non;-;-;7;Oui;-
435 000 €;63 m²;4;-;Non;-;-;1;Oui;-
205 000 €;29 m²;1;-;Oui;-;-;4;Oui;-
1 060 000 €;86 m²;4;2011 / 2020;Non;-;-;2;Oui;Oui
920 400 €;81 m²;4;-;Oui;-;-;14;Oui;Oui
309 000 €;50 m²;3;1914 / 1947;Non;-;-;2;Non;Non
206 200 €;24 m²;1;-;Oui;E;C;7;Non;Oui
859 287 €;-;4;2011 / 2020;Non;-;-;6;Non;Oui
840 000 €;98 m²;4;-;Oui;-;-;2;Oui;Oui
220 000 €;32 m²;2;1948 / 1969;Non;D;D;5;Oui;Non
454 000 €;64 m²;3;1970 / 1980;Oui;E;F;3;Oui;Non
858 700 €;102 m²;4;-;Non;D;B;5;Non;Oui
605 000 €;106 m²;5;-;Oui;-;-;3;Oui;-
273 000 €;40 m²;2;1948 / 1969;Non;D;E;3;Oui;Non
155 287 €;28 m²;2;1992 / 2000;Oui;E;B;6;Non;-
360 000 €;54 m²;3;1914 / 1947;Non;F;C;1;Non;Oui
170 000 €;27 m²;2;-;Non;-;-;3;Oui;Non
450 000 €;46 m²;2;2011 / 2020;Oui;-;-;1;Non;Oui
675 000 €;67 m²;3;2001 / 2010;Oui;-;-;4;Oui;Oui
725 100 €;74 m²;3;-;Oui;-;-;4;Oui;Oui
303 000 €;38 m²;2;-;Non;E;F;1;Oui;Non
208 000 €;21 m²;1;2011 / 2020;Oui;-;-;5;Non;Oui
185 000 €;24 m²;1;2001 / 2010;Non;-;-;0;Non;Oui
159 000 €;21 m²;1;-;Non;-;-;0;Oui;Non
414 833 €;64 m²;4;-;Non;E;E;2;Oui;-
97 500 €;27 m²;2;Avant 1850;Non;-;-;0;Non;-
500 000 €;63 m²;3;1992 / 2000;Oui;C;D;5;Oui;Oui
549 572 €;72 m²;3;2001 / 2010;Oui;D;B;1;Non;Oui
562 500 €;69 m²;3;-;Non;D;B;1;Non;Oui
145 000 €;23 m²;1;1850 / 1913;Non;-;-;1;Non;-
195 000 €;32 m²;2;-;Non;-;-;0;Oui;-
525 000 €;62 m²;3;-;Oui;-;-;2;Oui;-
192 000 €;26 m²;2;-;Non;E;F;2;Oui;-
240 000 €;43 m²;2;-;Oui;-;-;3;Oui;-
185 000 €;30 m²;2;1850 / 1913;Non;E;D;3;Oui;-
190 000 €;37 m²;2;1948 / 1969;Non;-;-;3;Oui;Non
420 122 €;65 m²;3;1981 / 1991;Non;D;B;4;Non;Non
375 875 €;45 m²;2;2011 / 2020;Oui;-;-;0;Oui;Oui
545 000 €;57 m²;3;-;Non;-;-;0;Oui;Oui
490 000 €;54 m²;2;2001 / 2010;Oui;D;B;2;Oui;Oui
300 000 €;46 m²;2;-;Non;-;-;3;Oui;-
1 290 000 €;121 m²;5;-;Non;-;-;0;Oui;Oui
135 000 €;22 m²;1;-;Non;-;-;0;Oui;Non
770 000 €;80 m²;4;1970 / 1980;Non;F;D;0;Non;-
690 000 €;90 m²;5;-;Non;D;E;1;Oui;Non
100 000 €;25 m²;2;1970 / 1980;Non;F;G;3;Oui;Non
160 000 €;24 m²;1;1970 / 1980;Oui;E;F;2;Oui;Non
178 000 €;29 m²;1;-;-;E;E;2;Oui;-
80 500 €;18 m²;1;-;Non;-;-;6;Non;Oui
910 200 €;93 m²;4;2001 / 2010;Oui;-;-;1;Oui;Oui
184 430 €;31 m²;3;1948 / 1969;Non;-;-;1;Oui;Oui
461 000 €;68 m²;4;1914 / 1947;Non;-;-;4;Oui;Non
446 000 €;51 m²;3;-;Non;-;-;0;Oui;Oui
76 500 €;15 m²;1;1948 / 1969;Non;E;F;-1;Non;Non
75 000 €;13 m²;1;1914 / 1947;Non;-;-;0;Non;Non
520 000 €;63 m²;3;-;Oui;-;-;3;Oui;Oui
376 315 €;55 m²;3;1981 / 1991;Oui;D;E;6;Oui;Oui
525 500 €;67 m²;3;2001 / 2010;Oui;D;B;2;Oui;Oui
391 302 €;41 m²;2;2011 / 2020;Oui;-;-;2;Non;Oui
558 317 €;73 m²;3;2001 / 2010;Oui;D;A;4;Oui;Oui
427 670 €;110 m²;5;1981 / 1991;Oui;D;E;4;Non;Non
376 000 €;56 m²;2;-;Non;E;B;1;Oui;Oui
479 000 €;-;4;-;Non;-;-;1E+1;Oui;Oui
708 500 €;84 m²;4;-;Oui;-;-;3;Oui;Non
624 000 €;104 m²;3;1948 / 1969;Oui;D;E;2;Non;-
496 307 €;65 m²;3;2011 / 2020;Oui;-;-;0;Oui;Oui
152 000 €;26 m²;1;1981 / 1991;Non;C;D;0;Non;-
551 500 €;69 m²;3;-;Non;-;-;4;Oui;-
257 000 €;29 m²;1;2011 / 2020;Non;-;-;3;Non;Oui
137 320 €;27 m²;1;1948 / 1969;Oui;C;A;4;Oui;Non
289 890 €;63 m²;3;1948 / 1969;Oui;C;A;11;Oui;Non
241 760 €;29 m²;1;2011 / 2020;Non;-;-;1;Non;Non
150 000 €;22 m²;1;2011 / 2020;Non;-;-;0;Oui;Non
290 000 €;50 m²;2;1970 / 1980;Oui;E;F;4;Oui;Oui
480 000 €;81 m²;4;1948 / 1969;Oui;B;B;7;Oui;Oui
513 000 €;62 m²;3;2011 / 2020;Oui;-;-;5;Non;Oui
150 000 €;-;1;2011 / 2020;Non;-;-;0;Non;-
399 120 €;48 m²;2;2011 / 2020;Oui;-;-;3;Non;Oui
231 000 €;29 m²;1;2001 / 2010;Oui;C;C;3;Oui;-
405 000 €;63 m²;3;1914 / 1947;Non;-;-;3;Oui;Non
644 480 €;59 m²;3;2011 / 2020;Oui;-;-;13;Oui;Oui
440 000 €;73 m²;4;-;Non;-;-;3;Oui;Non
380 000 €;68 m²;4;1914 / 1947;Non;-;-;3;Oui;-
216 240 €;27 m²;1;2011 / 2020;Non;-;-;5;Non;Oui
166 650 €;23 m²;2;1914 / 1947;Non;-;-;5;Oui;Non
402 000 €;49 m²;3;-;Non;-;-;2;Oui;-
640 000 €;88 m²;4;-;Oui;-;-;1;Non;-
115 000 €;19 m²;1;1948 / 1969;Non;G;D;0;Oui;Non
521 080 €;64 m²;3;2011 / 2020;Oui;C;F;4;Non;Oui
515 193 €;72 m²;3;-;Oui;C;C;2;Oui;Oui
711 300 €;86 m²;4;2001 / 2010;Oui;-;-;5;Oui;Oui
105 000 €;19 m²;1;1948 / 1969;Non;F;G;1;Oui;Non
635 000 €;85 m²;3;1992 / 2000;Oui;D;B;2;Oui;Non
509 874 €;57 m²;3;2011 / 2020;Non;-;-;2;Non;Non
235 000 €;43 m²;2;-;Non;-;-;1;Oui;-
335 199 €;39 m²;2;2011 / 2020;Oui;-;-;2;Non;Oui
570 000 €;73 m²;3;-;Oui;-;-;4;Non;Non
500 000 €;72 m²;4;2011 / 2020;Oui;-;-;6;Non;Oui
230 000 €;26 m²;1;2011 / 2020;Non;-;-;1;Oui;Oui
402 999 €;51 m²;3;2011 / 2020;Oui;-;-;0;Oui;Non
408 774 €;42 m²;2;2011 / 2020;Oui;-;-;7;Non;Oui
155 000 €;24 m²;1;-;Non;E;D;3;Non;Non
539 000 €;65 m²;3;-;Oui;-;-;5;Oui;Oui
560 000 €;93 m²;4;-;Oui;D;E;4;Oui;-
131 100 €;18 m²;1;1914 / 1947;Non;-;-;0;Oui;-
1 059 000 €;104 m²;5;2011 / 2020;Oui;-;-;2;Oui;Oui
450 000 €;67 m²;4;-;Oui;-;-;7;Oui;Oui
450 000 €;67 m²;4;1948 / 1969;Oui;C;D;7;Oui;Oui
237 000 €;34 m²;2;1992 / 2000;Non;E;F;4;Non;Non
516 000 €;50 m²;2;2011 / 2020;Oui;-;-;1;Non;Oui
151 000 €;19 m²;1;1914 / 1947;Non;E;F;4;Non;Non
90 000 €;27 m²;1;-;Non;-;-;1;Non;Non
598 650 €;67 m²;3;2001 / 2010;Oui;D;B;1;Oui;Non
245 000 €;23 m²;1;1992 / 2000;Oui;F;B;6;Non;Oui
590 000 €;-;4;-;Oui;-;-;3;Oui;Oui
446 000 €;56 m²;3;2001 / 2010;Oui;C;D;5;Oui;Oui
226 667 €;32 m²;2;1948 / 1969;Non;E;C;0;Oui;Non
240 192 €;35 m²;2;-;Non;E;F;2;Oui;Non
248 000 €;26 m²;1;2011 / 2020;Non;-;-;2;Oui;Oui
212 240 €;21 m²;1;2011 / 2020;Non;-;-;7;Non;Oui
704 500 €;86 m²;4;2001 / 2010;Oui;D;B;7;Non;Oui
210 000 €;31 m²;2;1914 / 1947;Non;-;-;2;Oui;Non
981 064 €;104 m²;5;2011 / 2020;Oui;-;-;4;Non;Oui
248 000 €;-;1;2011 / 2020;Non;-;-;2;Oui;Oui
