Les 1 577 ventes d'appartements d' Issy-les-Moulineaux (92) sur la période du 2017-07-01 au 2019-06-30 (Notaires de France - base de données PERVAL);;;;;;;;;
609 999 €;-;4;2011 / 2020;Oui;-;-;1;Non;Oui
296 666 €;39 m²;2;2011 / 2020;Oui;-;-;3;Non;Oui
466 666 €;73 m²;3;2011 / 2020;Oui;-;-;3;Non;Non
487 053 €;65 m²;3;2011 / 2020;Oui;-;-;0;Oui;Oui
250 000 €;42 m²;2;-;Non;-;-;3;Oui;-
462 000 €;58 m²;3;2011 / 2020;Oui;-;-;2;Non;Oui
556 666 €;86 m²;4;2011 / 2020;Oui;-;-;1;Non;Non
515 000 €;55 m²;2;2001 / 2010;Oui;D;B;1;Oui;Non
424 000 €;75 m²;4;1970 / 1980;Oui;E;F;4;Oui;Non
205 000 €;48 m²;2;-;Non;-;-;0;Oui;Oui
462 999 €;41 m²;2;2011 / 2020;Oui;-;-;5;Non;Oui
640 000 €;75 m²;3;2001 / 2010;Oui;D;B;4;Oui;Oui
496 000 €;67 m²;3;2001 / 2010;Oui;B;C;2;Oui;Oui
145 000 €;20 m²;1;-;Non;E;F;1;Oui;-
506 000 €;85 m²;5;1948 / 1969;Non;-;-;6;Oui;Oui
1 090 000 €;91 m²;4;-;Non;-;-;2;Oui;Oui
579 999 €;-;3;2011 / 2020;Oui;-;-;3;Non;Oui
420 000 €;84 m²;3;-;Oui;E;C;7;Oui;Oui
1 239 700 €;108 m²;4;2011 / 2020;Oui;-;-;15;Oui;Oui
279 000 €;42 m²;2;1992 / 2000;Oui;D;C;1;Oui;Non
400 000 €;95 m²;3;1992 / 2000;Oui;D;D;5;Oui;Oui
215 000 €;27 m²;1;1992 / 2000;Oui;-;-;6;Non;Oui
302 100 €;-;2;-;Non;-;-;0;Oui;-
100 000 €;27 m²;1;-;Non;E;G;5;Oui;Non
670 000 €;64 m²;3;2001 / 2010;Oui;-;-;0;Oui;Oui
147 755 €;24 m²;2;1914 / 1947;Non;D;B;0;Non;-
531 000 €;66 m²;3;-;Oui;-;-;3;Oui;Oui
590 000 €;69 m²;3;2011 / 2020;Oui;B;C;0;Non;Oui
579 999 €;-;4;2011 / 2020;Oui;-;-;0;Oui;Oui
195 000 €;32 m²;2;1948 / 1969;Non;E;B;4;Non;Non
950 000 €;116 m²;4;-;Oui;-;-;1;Oui;Oui
366 000 €;53 m²;3;-;Non;D;B;4;Non;Non
1 140 000 €;114 m²;5;2011 / 2020;Oui;-;-;6;Oui;Oui
237 249 €;29 m²;1;2011 / 2020;Non;-;-;2;Non;Oui
315 000 €;47 m²;2;2001 / 2010;Oui;E;C;1;Oui;Oui
546 254 €;57 m²;3;2011 / 2020;Oui;-;-;3;Non;Non
289 000 €;44 m²;2;1948 / 1969;Oui;-;-;6;Oui;Non
240 000 €;27 m²;1;2001 / 2010;Non;B;D;2;Non;Non
426 670 €;61 m²;3;1970 / 1980;Non;-;-;0;Non;Non
225 000 €;25 m²;1;2011 / 2020;Non;-;-;1;Non;Non
192 140 €;32 m²;2;Avant 1850;Non;-;-;1;Oui;-
335 345 €;43 m²;2;-;Non;D;E;3;Oui;-
320 500 €;43 m²;2;-;Oui;-;-;1;Non;Oui
642 999 €;94 m²;4;2011 / 2020;Oui;-;-;1;Oui;Oui
327 750 €;40 m²;2;2011 / 2020;Non;-;-;0;Non;Oui
521 551 €;67 m²;3;2011 / 2020;Oui;-;-;0;Non;Oui
138 500 €;17 m²;1;-;Non;-;-;4;Non;-
580 000 €;102 m²;4;1948 / 1969;Non;D;E;1;Oui;Non
279 999 €;30 m²;1;2011 / 2020;Oui;-;-;2;Oui;Non
260 100 €;28 m²;1;2011 / 2020;Oui;-;-;1;Non;Oui
402 000 €;41 m²;2;2011 / 2020;Oui;-;-;2;Non;Oui
410 000 €;61 m²;4;1948 / 1969;Non;E;F;1;Oui;Oui
190 000 €;32 m²;2;1948 / 1969;Non;E;F;6;Oui;Non
279 999 €;-;1;2011 / 2020;Oui;-;-;2;Oui;-
430 315 €;61 m²;3;1948 / 1969;Non;D;E;4;Oui;Oui
342 500 €;59 m²;3;-;Non;E;F;1;Oui;-
388 000 €;47 m²;2;2001 / 2010;Oui;E;C;4;Oui;Oui
163 000 €;24 m²;1;-;Oui;D;E;2;Oui;Non
477 000 €;72 m²;4;1970 / 1980;Oui;-;-;3;Oui;Oui
649 000 €;85 m²;4;2001 / 2010;Oui;D;B;1;Oui;Oui
270 000 €;38 m²;2;1948 / 1969;Oui;D;E;9;Oui;Non
147 000 €;25 m²;1;1970 / 1980;Oui;D;D;23;Oui;Oui
159 250 €;29 m²;2;1970 / 1980;Non;-;-;0;Non;Non
215 000 €;31 m²;2;-;Non;F;C;2;Oui;-
140 000 €;-;1;2011 / 2020;Non;-;-;0;Non;Oui
244 580 €;45 m²;2;1948 / 1969;Non;E;F;4;Oui;Oui
537 950 €;88 m²;5;-;Non;D;E;1;Oui;Non
1 294 880 €;110 m²;4;2011 / 2020;Oui;-;-;16;Oui;Oui
220 000 €;53 m²;2;1948 / 1969;Non;-;-;-;Oui;Non
230 000 €;33 m²;1;1948 / 1969;Non;E;A;2;Non;Oui
313 000 €;47 m²;3;1948 / 1969;-;D;E;5;Oui;-
395 000 €;65 m²;4;1948 / 1969;Oui;D;E;5;Oui;Oui
441 750 €;59 m²;3;2011 / 2020;Oui;-;-;1;Oui;Oui
722 500 €;105 m²;4;-;Non;E;G;6;Oui;Non
124 900 €;27 m²;1;1948 / 1969;Oui;C;A;3;Oui;Non
909 999 €;83 m²;4;2011 / 2020;Oui;-;-;15;Oui;Oui
595 000 €;70 m²;3;2001 / 2010;Oui;D;B;1;Oui;Non
90 000 €;13 m²;1;-;Non;-;-;1;Non;Non
1 185 100 €;120 m²;5;-;Oui;D;E;4;Oui;Oui
282 000 €;36 m²;2;-;Non;-;-;1;Oui;Non
175 000 €;23 m²;1;-;Non;-;-;2;Oui;Non
683 001 €;84 m²;4;2011 / 2020;Oui;-;-;1;Non;Oui
298 150 €;51 m²;3;1948 / 1969;Non;E;F;6;Oui;Non
241 750 €;30 m²;2;1948 / 1969;Non;E;E;7;Non;-
464 500 €;61 m²;3;2011 / 2020;Oui;-;-;5;Non;Oui
194 380 €;43 m²;2;1948 / 1969;Oui;C;A;7;Oui;Non
210 000 €;41 m²;2;1948 / 1969;Non;C;D;4;Oui;Non
490 000 €;66 m²;3;1948 / 1969;Oui;F;A;4;Oui;Non
480 000 €;74 m²;3;-;Oui;-;-;3;Oui;-
630 000 €;-;3;2011 / 2020;Oui;-;-;3;Oui;Oui
570 999 €;60 m²;3;2011 / 2020;Oui;-;-;2;Oui;Oui
318 000 €;51 m²;2;-;Oui;-;-;2;Oui;Oui
187 000 €;34 m²;1;1948 / 1969;Non;D;E;5;Oui;Non
386 000 €;-;3;-;Oui;-;-;1;Oui;Oui
399 580 €;62 m²;3;1992 / 2000;Oui;-;-;1;Oui;Oui
497 000 €;91 m²;5;1948 / 1969;Oui;-;-;3;Oui;Oui
526 634 €;65 m²;3;2011 / 2020;Oui;-;-;1;Non;Non
190 000 €;25 m²;1;1914 / 1947;Non;F;C;4;Oui;Non
387 000 €;53 m²;2;1981 / 1991;Non;-;-;3;Oui;Oui
534 000 €;59 m²;3;2011 / 2020;Oui;-;-;4;Non;Oui
351 500 €;45 m²;2;2011 / 2020;Non;-;-;0;Oui;Oui
248 000 €;37 m²;2;-;Non;-;-;3;Non;-
455 000 €;54 m²;2;2011 / 2020;Oui;-;-;2;Oui;Oui
611 600 €;67 m²;3;2001 / 2010;Oui;-;-;4;Oui;Oui
140 000 €;25 m²;1;-;Non;-;-;0;Oui;-
150 000 €;25 m²;1;-;Non;-;-;0;Oui;-
536 300 €;71 m²;3;1992 / 2000;Oui;C;A;1;Oui;Non
350 000 €;44 m²;2;1914 / 1947;Non;D;E;1;Oui;Non
229 750 €;55 m²;2;-;Oui;-;-;3;Non;Oui
213 750 €;39 m²;2;1948 / 1969;Non;F;F;3;Oui;Non
702 974 €;84 m²;4;2011 / 2020;Oui;-;-;2;Non;Oui
577 130 €;80 m²;4;-;Oui;-;-;3;Oui;Oui
283 000 €;51 m²;2;1948 / 1969;Non;D;E;8;Oui;-
413 000 €;52 m²;2;2011 / 2020;Oui;-;-;2;Oui;Oui
357 000 €;47 m²;2;1970 / 1980;Oui;D;F;3;Oui;Oui
461 000 €;67 m²;3;1970 / 1980;Oui;-;-;3;Oui;Oui
515 719 €;65 m²;3;2011 / 2020;Oui;-;-;0;Oui;Oui
356 250 €;45 m²;2;2011 / 2020;Non;-;-;1;Oui;Oui
230 000 €;53 m²;3;-;Oui;-;-;6;Oui;Non
928 994 €;88 m²;4;1914 / 1947;Oui;-;-;2;Non;Oui
165 000 €;24 m²;2;1850 / 1913;Non;E;F;0;Oui;-
295 000 €;54 m²;2;-;Oui;-;-;21;Oui;-
250 000 €;58 m²;3;-;-;-;-;1;Oui;Non
334 000 €;47 m²;3;1914 / 1947;Non;D;E;1;Non;Non
122 900 €;27 m²;1;1948 / 1969;Oui;C;A;2;Oui;Non
633 000 €;-;4;2011 / 2020;Oui;-;-;1;Oui;Oui
717 000 €;83 m²;4;2011 / 2020;Oui;-;-;6;Oui;Oui
433 740 €;87 m²;4;1992 / 2000;Oui;C;B;6;Oui;-
433 740 €;87 m²;4;1992 / 2000;Oui;C;B;6;Oui;-
620 000 €;74 m²;3;2001 / 2010;Oui;D;B;2;Non;Oui
533 900 €;67 m²;3;1981 / 1991;Oui;D;B;6;Oui;Oui
191 050 €;23 m²;1;1981 / 1991;Oui;E;C;2;Oui;Non
265 000 €;34 m²;2;-;-;-;-;0;Oui;Non
335 000 €;52 m²;3;1948 / 1969;Non;F;G;3;Non;Oui
318 000 €;51 m²;3;1981 / 1991;Non;C;C;1;Oui;-
265 000 €;34 m²;2;1948 / 1969;Non;G;C;2;Oui;Non
380 000 €;61 m²;3;1948 / 1969;Non;E;E;4;Oui;Non
300 000 €;52 m²;3;-;Non;-;-;6;Oui;-
425 000 €;62 m²;3;-;Non;C;E;3;Oui;-
687 500 €;111 m²;5;1970 / 1980;Oui;E;C;2;Oui;Non
790 000 €;96 m²;4;1992 / 2000;Oui;E;C;0;Oui;Oui
233 000 €;32 m²;2;-;Non;-;-;5;Oui;-
159 000 €;25 m²;2;1970 / 1980;Non;-;-;1;Non;Non
699 099 €;67 m²;3;2011 / 2020;Oui;-;-;5;Oui;Oui
255 000 €;26 m²;1;2011 / 2020;Non;-;-;2;Non;Oui
214 000 €;31 m²;2;1914 / 1947;Non;-;-;3;Oui;-
977 600 €;97 m²;4;2001 / 2010;Oui;D;B;6;Oui;Oui
210 000 €;43 m²;2;1948 / 1969;Non;-;-;5;Oui;Non
258 000 €;35 m²;2;-;Non;E;E;6;Oui;Non
461 450 €;59 m²;2;-;Non;C;D;3;Oui;Non
183 000 €;33 m²;1;-;Oui;G;F;17;Oui;Non
477 000 €;64 m²;4;1970 / 1980;Oui;C;D;4;Oui;Oui
410 000 €;-;2;2011 / 2020;Oui;-;-;3;Oui;-
333 000 €;42 m²;2;1992 / 2000;Oui;D;B;5;Non;Non
541 000 €;72 m²;4;-;Non;E;B;2;Oui;Oui
295 785 €;47 m²;2;-;Non;E;E;4;Oui;Non
661 000 €;90 m²;4;-;Non;-;-;1;Non;-
521 500 €;74 m²;3;2001 / 2010;Oui;-;-;5;Non;Oui
512 000 €;86 m²;5;1970 / 1980;Oui;E;F;3;Oui;Non
234 999 €;28 m²;1;2011 / 2020;Non;-;-;0;Non;Non
439 560 €;42 m²;2;2011 / 2020;Oui;-;-;3;Oui;Oui
516 250 €;67 m²;3;-;Non;E;F;1;Oui;Non
205 000 €;23 m²;1;-;Oui;-;-;3;Oui;-
80 000 €;22 m²;1;-;Non;-;-;1;Non;-
271 260 €;51 m²;3;1992 / 2000;Oui;E;C;2;Oui;-
338 950 €;68 m²;3;1992 / 2000;Oui;D;B;3;Oui;-
338 950 €;68 m²;3;1992 / 2000;Oui;D;B;3;Oui;-
304 500 €;40 m²;2;-;-;-;-;2;Oui;Non
295 000 €;49 m²;3;1948 / 1969;Non;E;F;0;Oui;Non
797 000 €;81 m²;3;2011 / 2020;Oui;B;A;9;Non;Oui
960 000 €;105 m²;5;2001 / 2010;Oui;D;B;7;Oui;Oui
222 285 €;36 m²;2;-;Non;D;E;4;Oui;Non
769 000 €;117 m²;5;-;Oui;-;-;7;Non;-
315 000 €;52 m²;2;-;Non;-;-;2;Oui;Oui
229 100 €;33 m²;1;-;Oui;-;-;5;Non;-
200 000 €;28 m²;1;-;Non;-;-;1;Oui;-
150 000 €;30 m²;2;1948 / 1969;Non;G;C;1;Oui;-
159 500 €;19 m²;1;2001 / 2010;Non;-;-;3;Non;-
307 815 €;51 m²;3;-;Non;E;E;2;Oui;Non
423 500 €;59 m²;3;-;Non;E;F;1;Oui;Non
200 000 €;32 m²;2;1948 / 1969;Non;E;E;3;Oui;Oui
448 800 €;57 m²;3;2001 / 2010;Oui;D;B;4;Oui;Oui
762 000 €;77 m²;4;-;-;-;-;3;Oui;Oui
685 000 €;99 m²;4;-;Oui;-;-;7;Oui;Oui
294 000 €;67 m²;3;-;Oui;-;-;-;Oui;Oui
459 500 €;58 m²;3;2001 / 2010;Non;D;B;5;Oui;Oui
160 000 €;24 m²;1;1970 / 1980;Non;G;D;0;Oui;Non
432 000 €;68 m²;3;-;Oui;-;-;2;Non;Oui
403 265 €;86 m²;4;1992 / 2000;Oui;D;C;3;Oui;-
403 265 €;86 m²;4;1992 / 2000;Oui;D;C;3;Oui;-
220 000 €;25 m²;1;-;Non;-;-;1;Oui;Oui
572 000 €;75 m²;5;1914 / 1947;Non;D;A;4;Oui;Oui
590 000 €;74 m²;3;2001 / 2010;Oui;D;B;0;Oui;Oui
455 315 €;68 m²;3;1981 / 1991;Oui;E;B;2;Non;Oui
168 000 €;24 m²;2;1914 / 1947;Non;F;G;2;Non;Non
326 315 €;55 m²;3;1948 / 1969;Oui;D;E;9;Oui;Oui
172 000 €;19 m²;1;-;Non;-;-;1;Non;Non
399 085 €;52 m²;3;2011 / 2020;Oui;-;-;4;Non;Oui
155 000 €;20 m²;1;1914 / 1947;Non;C;D;2;Oui;Non
518 000 €;68 m²;3;2001 / 2010;Oui;E;F;1;Oui;Oui
262 405 €;45 m²;2;1948 / 1969;Non;E;F;2;Oui;Non
294 500 €;49 m²;2;-;Oui;-;-;5;Oui;-
200 799 €;25 m²;1;2011 / 2020;Non;-;-;0;Non;Oui
329 400 €;55 m²;3;-;-;E;E;6;Oui;Oui
593 000 €;93 m²;4;1914 / 1947;Oui;D;D;2;Oui;Non
492 038 €;59 m²;3;2011 / 2020;Oui;-;-;2;Non;Oui
501 000 €;64 m²;3;1970 / 1980;Oui;E;C;2;Oui;Non
165 000 €;31 m²;1;-;Non;-;-;2;Oui;Oui
1 372 500 €;153 m²;5;1992 / 2000;Oui;-;-;4;Oui;Oui
165 000 €;22 m²;1;-;Non;-;-;2;Oui;-
68 000 €;9 m²;0;1850 / 1913;Non;-;-;7;Non;Non
1 179 999 €;109 m²;4;2011 / 2020;Oui;-;-;0;Oui;Oui
1 094 166 €;103 m²;7;2011 / 2020;Oui;-;-;0;Non;Non
891 999 €;81 m²;3;2011 / 2020;Oui;-;-;1;Oui;Oui
295 500 €;37 m²;2;2011 / 2020;Non;-;-;0;Oui;Oui
495 968 €;59 m²;3;2011 / 2020;Oui;-;-;3;Non;Oui
115 500 €;13 m²;1;-;Non;-;-;4;Oui;-
614 000 €;89 m²;4;1992 / 2000;Oui;D;B;2;Oui;Oui
248 000 €;32 m²;2;1914 / 1947;Non;E;F;3;Oui;Non
555 000 €;79 m²;3;1992 / 2000;Oui;D;C;1;Oui;-
377 700 €;68 m²;3;1948 / 1969;Oui;D;B;2;Oui;Oui
1 746 400 €;126 m²;7;2001 / 2010;Oui;C;A;-1;Oui;Oui
363 000 €;46 m²;2;2011 / 2020;Oui;-;-;1;Oui;Oui
368 000 €;41 m²;2;2011 / 2020;Oui;-;-;3;Non;Oui
500 000 €;84 m²;4;2001 / 2010;Oui;D;B;3;Oui;Oui
511 000 €;67 m²;3;-;Non;-;-;2;Non;Oui
205 000 €;31 m²;2;1914 / 1947;Non;E;B;1;Non;Non
150 000 €;20 m²;1;1992 / 2000;Oui;F;C;9;Non;Oui
497 000 €;66 m²;3;-;Non;-;-;3;Oui;Oui
510 000 €;69 m²;4;-;Non;-;-;4;Oui;-
700 500 €;91 m²;4;2001 / 2010;Oui;B;C;2;Non;Oui
407 920 €;65 m²;3;1948 / 1969;Non;E;F;2;Oui;Oui
257 499 €;29 m²;1;2011 / 2020;Oui;-;-;0;Non;Oui
628 899 €;79 m²;4;2011 / 2020;Oui;-;-;0;Oui;Oui
411 000 €;48 m²;2;-;Oui;-;-;5;Oui;Oui
213 850 €;80 m²;5;-;Non;-;-;7;Oui;-
520 000 €;66 m²;3;2001 / 2010;Oui;D;B;4;Oui;Oui
359 200 €;58 m²;3;1948 / 1969;Non;D;E;7;Oui;Oui
365 000 €;63 m²;5;1992 / 2000;Oui;-;-;2;Oui;Oui
430 000 €;59 m²;3;-;Non;-;-;1;Oui;-
378 000 €;41 m²;2;2011 / 2020;Oui;-;-;4;Non;Oui
162 000 €;29 m²;2;1948 / 1969;-;C;D;4;Oui;Non
220 000 €;38 m²;2;1914 / 1947;Non;E;E;5;Oui;Non
288 000 €;39 m²;2;1948 / 1969;Non;D;E;3;Oui;-
590 780 €;74 m²;3;-;Oui;-;-;2;Oui;Oui
282 000 €;43 m²;3;-;Non;-;-;4;Non;Non
119 480 €;27 m²;1;1914 / 1947;Non;D;B;7;Non;Non
167 000 €;29 m²;2;-;Non;G;C;0;Oui;-
246 000 €;48 m²;3;-;Non;-;-;3;Oui;-
275 000 €;42 m²;2;-;-;E;E;2;Oui;-
339 000 €;46 m²;2;1992 / 2000;Oui;D;B;1;Oui;Oui
168 000 €;22 m²;1;1981 / 1991;Oui;-;-;1;Non;Non
398 000 €;38 m²;2;2011 / 2020;Oui;-;-;4;Oui;Oui
420 000 €;63 m²;3;1914 / 1947;Non;-;-;2;Oui;Non
336 000 €;40 m²;2;-;Oui;-;-;4;Oui;-
448 000 €;-;3;-;Oui;-;-;3;Oui;Oui
200 000 €;35 m²;2;-;Non;E;B;0;Non;Non
738 620 €;93 m²;4;1981 / 1991;Oui;D;C;5;Oui;Oui
590 000 €;77 m²;4;-;Oui;-;-;3;Oui;Oui
356 620 €;72 m²;3;1992 / 2000;Oui;D;B;3;Oui;-
356 620 €;72 m²;3;1992 / 2000;Oui;D;B;3;Oui;-
525 000 €;68 m²;3;1914 / 1947;Non;-;-;3;Oui;Non
792 000 €;101 m²;4;2011 / 2020;Oui;-;-;2;Oui;Oui
439 000 €;56 m²;3;-;Non;-;-;4;Non;-
436 000 €;60 m²;3;2011 / 2020;Oui;-;-;0;Non;Oui
760 000 €;99 m²;5;-;Oui;-;-;6;Oui;Oui
739 450 €;86 m²;4;1992 / 2000;Oui;B;C;4;Oui;Oui
459 300 €;64 m²;3;2001 / 2010;Oui;D;B;3;Oui;Oui
647 000 €;87 m²;4;2011 / 2020;Oui;B;C;2;Oui;Oui
550 000 €;69 m²;3;1970 / 1980;Oui;D;B;5;Non;Oui
339 000 €;46 m²;2;-;Oui;-;-;4;Oui;-
260 000 €;40 m²;2;-;Non;E;C;1;Oui;Non
601 299 €;63 m²;3;2011 / 2020;Oui;-;-;2;Non;Oui
500 000 €;63 m²;4;1914 / 1947;Oui;D;F;6;Oui;Non
862 000 €;134 m²;5;1914 / 1947;Oui;B;C;1;Oui;Non
363 000 €;46 m²;2;2011 / 2020;Oui;-;-;-;Oui;Oui
194 740 €;24 m²;1;-;Oui;-;-;1;Non;-
194 740 €;24 m²;1;-;Non;D;B;1;Non;Non
568 000 €;81 m²;4;-;Oui;-;-;5;Non;Non
248 000 €;39 m²;2;-;Non;D;E;1;Non;Non
946 000 €;116 m²;5;-;Non;-;-;5;Oui;Oui
642 500 €;92 m²;4;1981 / 1991;Oui;E;C;5;Non;Oui
320 000 €;50 m²;3;-;Non;-;-;1;Oui;-
500 000 €;-;4;-;Oui;-;-;3;Oui;Oui
472 500 €;67 m²;4;-;Non;B;D;1;Oui;Non
330 300 €;41 m²;2;2011 / 2020;Oui;-;-;1;Non;Non
305 000 €;46 m²;2;-;Oui;F;C;2;Oui;-
120 000 €;18 m²;1;1948 / 1969;Non;D;D;1;Non;-
515 400 €;69 m²;3;-;Oui;-;-;1;Oui;-
927 000 €;140 m²;6;1981 / 1991;Oui;C;B;1;Non;Oui
828 563 €;92 m²;4;2001 / 2010;Oui;C;A;2;Oui;Oui
283 640 €;24 m²;1;2011 / 2020;Non;-;-;14;Oui;-
303 000 €;48 m²;2;2001 / 2010;Oui;E;C;4;Non;Oui
797 150 €;107 m²;4;1981 / 1991;Oui;F;C;0;Non;Oui
391 800 €;69 m²;3;-;Oui;-;-;1;Non;-
351 000 €;44 m²;2;-;Non;-;-;5;Oui;Oui
295 000 €;54 m²;2;-;Oui;-;-;4;Oui;-
232 000 €;46 m²;2;-;Non;-;-;5;Oui;Oui
220 000 €;30 m²;2;1914 / 1947;Non;G;D;6;Non;Non
685 000 €;116 m²;6;1948 / 1969;Oui;D;E;2;Oui;Non
151 000 €;18 m²;1;-;Non;-;-;2;Oui;Non
321 500 €;42 m²;2;-;Oui;-;-;4;Oui;-
439 000 €;101 m²;5;-;Oui;-;-;7;Oui;Oui
450 000 €;66 m²;3;1992 / 2000;Oui;D;A;1;Oui;Non
145 000 €;25 m²;2;-;Non;-;-;6;Oui;-
594 000 €;93 m²;4;1948 / 1969;Oui;D;E;1;Oui;-
638 000 €;70 m²;3;2011 / 2020;Oui;-;-;2;Oui;Oui
640 740 €;78 m²;4;2011 / 2020;Oui;-;-;5;Non;Oui
317 200 €;54 m²;3;-;Non;-;-;0;Non;-
840 000 €;108 m²;5;-;Oui;-;-;2;Oui;Oui
405 285 €;49 m²;2;2001 / 2010;Oui;-;-;2;Oui;Oui
506 330 €;64 m²;3;2001 / 2010;Oui;D;E;3;Oui;Oui
816 999 €;80 m²;3;2011 / 2020;Non;-;-;12;Oui;Oui
335 000 €;63 m²;3;-;Non;-;-;1;Oui;-
;;;;;;;;;
